twitter,url,name,location
100reporters,http://100r.org/,100Reporters,Washington
11alivenews,https://www.11alive.com,11Alive News,Atlanta
12newsnow,https://www.12newsnow.com/,12 News Now,Beaumont
13wmaznews,https://www.13wmaz.com,13WMAZ News,Macon
14eastmag,http://fourteeneastmag.com/,14 East,Chicago
19thnews,https://19thnews.org/,19th,Austin
3newsnowomaha,https://www.3newsnow.com/,KMTV 3 News Now,Omaha
404mediaco,https://www.404media.co/,404 Media,San Francisco
41nbc,https://www.41nbc.com,41NBC / WMGT,Macon
6abc,https://6abc.com/,6abc,Philadelphia
9news,https://www.9news.com/,9NEWS Denver,Denver
9to5mac,https://9to5mac.com/,9to5Mac,Cupertino
abc,https://abcnews.go.com/,ABC News,New York City
abc15,https://www.abc15.com/,ABC15 Arizona,Phoenix
abc3340,https://abc3340.com/,ABC 33/40 News,Birmingham
abc7,https://abc7.com/,ABC7,Los Angeles
abc7breaking,https://kvia.com/,KVIA,El Paso
abc7newsbayarea,https://abc7news.com/,ABC7 News,San Francisco
aberdeennews,https://www.aberdeennews.com/,Aberdeen News,Aberdeen
abqbizfirst,https://www.bizjournals.com/albuquerque/,Albuquerque Business First,Albuquerque
abqjournal,https://www.abqjournal.com/,Albuquerque Journal,Albuquerque
adndotcom,https://www.adn.com/,Anchorage Daily News,Anchorage
aftermath_site,https://aftermath.site/,Aftermath,Albany
ainonline,https://www.ainonline.com/,Aviation International News,Midland Park
airlinereporter,https://www.airlinereporter.com/,Airline Reporter,Seattle
airwaysmagazine,https://airwaysmag.com/,Airways,Miami
ajc,https://www.ajc.com/,Atlanta Journal-Constitution,Atlanta
aknewsnow,https://www.alaskasnewssource.com/,Alaska’s News Source,Anchorage
akpublicnews,https://alaskapublic.org/,Alaska Public Media,Anchorage
alamogordonews,https://www.alamogordonews.com/,Alamogordo Daily News,Alamogordo
albany_herald,https://www.albanyherald.com,Albany Herald,Albany
aldotcom,https://www.al.com/,Alabama Media Group,Montgomery
alliancereview,https://www.the-review.com/,The Alliance Review,Alliance
alpublicradio,https://www.apr.org/,Alabama Public Radio,Tuscaloosa
alreporter,https://www.alreporter.com/,Alabama Reporter,Montgomery
alternet,https://www.alternet.org/,AlterNet,Washington
amarilloglobe,https://www.amarillo.com/,Amarillo Globe-News,Amarillo
amerindependent,https://americanindependent.com/,American Independent,Washington
amestribnews,https://www.amestrib.com/,Ames Tribune,Ames
anchoragepress,https://www.anchoragepress.com/,Anchorage Press,Anchorage
andscape,https://andscape.com/,Andscape,Washington
ap,https://apnews.com/,Associated Press,New York City
apmreports,https://www.apmreports.org/,APM Reports,St. Paul
appalachia100,https://www.100daysinappalachia.com/,100 Days in Appalachia,Morgantown
argusleader,https://www.argusleader.com/,Sioux Falls Argus Leader,Sioux Falls
arizcir,https://azcir.org/,Arizona Center for Investigative Reporting,Phoenix
arkansasonline,https://www.arkansasonline.com/,Arkansas Democrat Gazette,Little Rock
arkbusiness,https://www.arkansasbusiness.com/,Arkansas Business,Little Rock
arknewsorg,https://arknews.org/,Arkansas Nonprofit News Network,Little Rock
arktimes,https://arktimes.com/,Arkansas Times,Little Rock
arstechnica,https://arstechnica.com/,Ars Technica,New York City
asburyparkpress,https://www.app.com/,Asbury Park Press,Asbury Park
asheville,https://www.citizen-times.com/,Asheville Citizen-Times,Asheville
ashlandornews,https://ashland.news/,Ashland.news,Ashland
aspendailynews,https://www.aspendailynews.com/,Aspen Daily News,Aspen
aspenjournalism,https://aspenjournalism.org/,Aspen Journalism,Aspen
aspenpubradio,https://www.aspenpublicradio.org/,Aspen Public Radio,Aspen
atlblog,https://abovethelaw.com/,Above the Law,New York City
atlciviccircle,https://atlantaciviccircle.org/,Atlanta Civic Circle,Atlanta
aug_chronicle,https://www.augustachronicle.com,Augusta Chronicle,Augusta
austinchronicle,https://www.austinchronicle.com/,Austin Chronicle,Austin
austinvida,https://www.austinvida.com/,Austin Vida,Austin
aviationnews,https://www.aerotime.aero/,AeroTime Hub,America
aviationweek,https://aviationweek.com/,Aviation Week,New York City
avlwatchdog,https://avlwatchdog.org/,Asheville Watchdog,Asheville
axios,https://www.axios.com/,Axios,Washington
azcentral,https://www.azcentral.com/,Arizona Republic,Phoenix
azds,https://azdailysun.com/,Arizona Daily Sun,Flagstaff
badger_project_,https://thebadgerproject.org/,Badger Project,Madison
bakersfieldcali,https://www.bakersfield.com/,Bakersfield Californian,Bakersfield
baltbeat,https://baltimorebeat.com/,Baltimore Beat,Baltimore
baltbizonline,https://www.bizjournals.com/baltimore/,Baltimore Business Journal,Baltimore
baltfishbowl,https://baltimorefishbowl.com/,Baltimore Fishbowl,Baltimore
baltimorebanner,https://www.thebaltimorebanner.com/,Baltimore Banner,Baltimore
baltimorebrew,https://www.baltimorebrew.com/,Baltimore Brew,Baltimore
baltimoremag,https://www.baltimoremagazine.com/,Baltimore Magazine,Baltimore
baltimoresun,https://www.baltimoresun.com/,The Baltimore Sun,Baltimore
bangordailynews,https://www.bangordailynews.com/,Bangor Daily News,Bangor
bariweiss,https://www.thefp.com/,Free Press,Los Angeles
barnpat,https://www.barnstablepatriot.com/,The Barnstable Patriot,Barnstable
bartlesvilleee,https://www.examiner-enterprise.com/,Examiner-Enterprise,Bartlesville
baruchticker,https://theticker.org/,Ticker,New York City
baynature,https://baynature.org/,Bay Nature,Berkeley
bcenquirer,https://www.battlecreekenquirer.com/,Battle Creek Enquirer,Battle Creek
bcn_foundation,http://www.localnewsmatters.org/,Local News Matters,Berkeley
bctimes,https://www.timesonline.com/,The Beaver County Times,Beaver
beaconjournal,https://www.beaconjournal.com/,Akron Beacon Journal,Akron
beaufortgazette,http://www.beaufortgazette.com,Beaufort Gazette,Beaufort
bellevillenewsd,http://www.bnd.com,Belleville News Democrat,Belleville
belt_magazine,http://beltmag.com/,Belt Magazine,Cleveland
berkeleyside,https://berkeleyside.org/,The Berkeleyside,Berkeley
berkshireeagle,https://www.berkshireeagle.com/,Berkshire Eagle,Pittsfield
bettergov,https://www.bettergov.org/,Better Government Association,Chicago
bfp_news,https://www.burlingtonfreepress.com/,Burlington Free Press,Burlington
bgdailynews,https://www.bgdailynews.com/,Bowling Green Daily News,Bowling Green
bhamherald,http://www.bellinghamherald.com,Bellingham Herald,Bellingham
bhamwatch,http://birminghamwatch.org/,BirminghamWatch,Birmingham
billingsgazette,https://billingsgazette.com/,Billings Gazette,Billings
billy_penn,https://billypenn.com/,Billy Penn,Philadelphia
binjreports,https://www.binjonline.org/,Boston Institute for Nonprofit Journalism,Somerville
bistrib,https://bismarcktribune.com/,The Bismarck Tribune,Bismarck
bklyner,https://bklyner.com/,Bklyner,Brooklyn
blackbygodwv,https://blackbygod.org/,Black by God,Black Appalachia
blaw,https://news.bloomberglaw.com/,Bloomberg Law,New York City
bleacherreport,https://bleacherreport.com/,Bleacher Report,New York City
bleepincomputer,https://www.bleepingcomputer.com/,BleepingComputer,New York City
blockclubchi,https://blockclubchicago.org/,Block Club Chicago,Chicago
blueridgenow,https://www.blueridgenow.com/,blueridgenow.com,Hendersonville
blufftontoday,https://www.blufftontoday.com/,Bluffton Today,Bluffton
bmtenterprise,https://www.beaumontenterprise.com/,Beaumont Enterprise,Beaumont
boingboing,https://boingboing.net/,Boing Boing,San Francisco
bonappetit,https://www.bonappetit.com/,Bon Appetit,New York City
bonginoreport,https://bonginoreport.com/,Bongino Report,Florida
borderless_mag,https://borderlessmag.org/,Borderless,Chicago
bosbizjournal,https://www.bizjournals.com/boston/,Boston Business Journal,Boston
bostonglobe,https://www.bostonglobe.com/,Boston Globe,Boston
bostonherald,https://www.bostonherald.com/,Boston Herald,Boston
bradentonherald,http://www.bradenton.com,Bradenton Herald,Bradenton
breakingnews_rs,https://www.redding.com/,Redding Record Searchlight,Redding
brecktexan,https://breckenridgetexan.com/,Breckenridge Texan,Breckenridge
breitbartnews,https://www.breitbart.com/,Breitbart,Los Angeles
brooklynpaper,https://www.brooklynpaper.com/,Brooklyn Paper,New York City
brunswick_news,https://www.thebrunswicknews.com,The Brunswick News,Brunswick
buckscoherald,https://buckscountyherald.com/,Bucks County Herald,Lahaska
bucyrustf,https://www.bucyrustelegraphforum.com/,Bucyrus Telegraph Forum,Bucyrus
bulwarkonline,https://www.thebulwark.com/,Bulwark,Washington
burlcotimes,https://www.burlingtoncountytimes.com/,Burlington County Times,Willingboro
business,https://www.bloomberg.com/,Bloomberg,New York City
buzzfeednews,https://www.buzzfeednews.com/,Buzzfeed News,New York City
callerdotcom,https://www.caller.com/,Corpus Christi Caller Times,Corpus Christi
calmatters,https://calmatters.org/,Calmatters,Sacramento
canopyatl,http://canopyatlanta.org/,Canopy Atlanta,Atlanta
cantonledger,https://www.cantondailyledger.com/,Canton Daily Ledger,Canton
cantonrepdotcom,https://www.cantonrep.com/,The Canton Repository,Canton
capecodtimes,https://www.capecodtimes.com/,Cape Cod Times,Hyannis
capgaznews,https://www.capitalgazette.com/,Capital Gazette,Annapolis
capitalandmain,https://capitalandmain.com/,Capital & Main,Los Angeles
capitalb_atl,https://atlanta.capitalbnews.org/,Capital B Atlanta,Atlanta
capitolnewsil,https://www.capitolnewsillinois.com/,Capitol News Illinois,Springfield
capradionews,https://www.capradio.org/,CapRadio,Sacramento
cbs46,https://www.cbs46.com,CBS46,Atlanta
cbs7news,https://www.cbs7.com/,CBS7,Odessa
cbschicago,https://www.cbsnews.com/chicago/,CBS Chicago,Chicago
cbsnews,https://www.cbsnews.com/,CBS News,New York City
ccurrentargus,https://www.currentargus.com/,Carlsbad Current-Argus,Carlsbad
centredaily,http://www.centredaily.com,Centre Daily Times,State College
chalkbeat,https://www.chalkbeat.org/,Chalkbeat,New York City
chesbayjournal,https://www.bayjournal.com/,Chesapeake Bay Journal,Mayo
chesscom,https://www.chess.com/news,Chess.com,San Francisco
chicago_reader,https://chicagoreader.com/,Chicago Reader,Chicago
chicagoreporter,https://www.chicagoreporter.com/,Chicago Reporter,Chicago
chicagotribune,https://www.chicagotribune.com/,Chicago Tribune,Chicago
chieftainnews,https://www.chieftain.com/,The Pueblo Chieftain,Pueblo
chilligaz,https://www.chillicothegazette.com/,Chillicothe Gazette,Chillicothe
ciceronoticias,https://www.ciceroindependiente.com/,Cicero Independiente,Cicero
cityandstateny,https://www.cityandstateny.com/,City & State New York,New York City
cityjournal,https://www.city-journal.org/,City Journal,New York City
citylimitsnews,http://www.citylimits.org/,City Limits,New York City
civic_lex,https://civiclex.org/,CivicLex,Lexington
civilbeat,https://www.civilbeat.org/,Honolulu Civil Beat,Honolulu
cjonline,https://www.cjonline.com/,The Topeka Capital-Journal,Topeka
cjr,https://www.cjr.org/,Columbia Journalism Review,New York City
clarionledger,https://www.clarionledger.com/,Clarion Ledger,Jackson
claytoncrescent,https://claytoncrescent.org/,Clayton Crescent,Jonesboro
cnbc,https://www.cnbc.com/,CNBC,New York City
cnet,https://www.cnet.com/,CNET,San Francisco
cnn,https://www.cnn.com/,CNN,Atlanta
cnsmd,https://cnsmaryland.org/,Capital News Service,College Park
codaily,https://centraloregondaily.com/,Central Oregon Daily,Bend
coindesk,https://www.coindesk.com/,CoinDesk,New York City
colabnewsco,https://colabnews.co/,Colorado News Collaborative,Denver
coloradoan,https://www.coloradoan.com/,Fort Collins Coloradoan,Fort Collins
coloradosun,https://coloradosun.com/,Colorado Sun,Denver
columbiatribune,https://www.columbiatribune.com/,Columbia Daily Tribune,Columbia
comissourian,https://www.columbiamissourian.com/,Columbia Missourian,Columbia
commondreams,https://www.commondreams.org/,Common Dreams,Maine
connpost,https://www.ctpost.com/,Connecticut Post,Bridgeport
conversationus,https://theconversation.com/us,Conversation U.S.,Waltham
cookpolitical,https://www.cookpolitical.com/,Cook Political Report,Washington
coshtribune,https://www.coshoctontribune.com/,Coshocton Tribune,Coshocton
courier_tribune,https://www.courier-tribune.com/,The Courier-Tribune,Asheboro
courierjournal,https://www.courier-journal.com/,Louisville Courier-Journal,Louisville
courierpress,https://www.courierpress.com/,Evansville Courier & Press,Evansville
couriertimes,https://www.buckscountycouriertimes.com/,Bucks County Courier Times,Levittown
cprnews,https://www.cpr.org/,Colorado Public Radio,Centennial
cpsj,https://www.courierpostonline.com/,Cherry Hill Courier Post,Cherry Hill
cpublicpress,https://carolinapublicpress.org/,Carolina Public Press,Asheville
cqnow,https://info.cq.com/,CQ,Washington
crucessunnews,https://www.lcsun-news.com/,Las Cruces Sun News,Las Cruces
csgazette,https://gazette.com/,Colorado Springs Gazette,Colorado Springs
cstribune,https://trib.com/,Casper Star-Tribune,Casper
ctmagazine,https://www.christianitytoday.com/,Christianity Today,Carol Stream
ctmirror,https://ctmirror.org/,Connecticut Mirror,Hartford
curbed,https://www.curbed.com/,Curbed,New York City
dailyamerican,https://www.dailyamerican.com/,Daily American,Somerset
dailycaller,https://dailycaller.com/,Daily Caller,Washington
dailycamera,https://www.dailycamera.com/,Daily Camera,Boulder
dailycomet,https://www.dailycomet.com/,Daily Comet,Thibodaux
dailycommercial,https://www.dailycommercial.com/,Leesburg Daily Commercial,Leesburg
dailyherald,https://www.dailyherald.com/,Daily Herald,Arlington
dailyjeff,https://www.daily-jeff.com/,The Daily Jeffersonian,Cambridge
dailykos,https://www.dailykos.com/,Daily Kos,Washington
dailyneb,https://www.dailynebraskan.com/,Daily Nebraskan,Lincoln
dailypenn,https://www.thedp.com/,Daily Penn,Philadelphia
dailyrecord,https://www.dailyrecord.com/,Parsippany Daily Record,Morristown
dailytarheel,https://www.dailytarheel.com,Daily Tarheel,Chapel Hill
dailyyonder,https://www.dailyyonder.com/,Daily Yonder,Whitesburg
dallasbiznews,https://www.bizjournals.com/dallas/,Dallas Business Journal,Dallas
dallasconews,https://www.adelnews.com/,Dallas County News,Adel
dallasfreepress,https://www.dallasfreepress.com/,Dallas Free Press,Dallas
dallasnews,https://www.dallasnews.com/,Dallas Morning News,Dallas
dandc,https://www.democratandchronicle.com/,Rochester Democrat and Chronicle,Rochester
dbnewsjournal,https://www.news-journalonline.com/,The Daytona Beach News-Journal,Daytona Beach
dcexaminer,https://www.washingtonexaminer.com/,Washington Examiner,Washington
deadline,https://deadline.com/,Deadline,Los Angeles
deadspin,https://deadspin.com/,Deadspin,New York City
decisiondeskhq,https://decisiondeskhq.com/,Decision Desk HQ,Washington
defectormedia,https://defector.com/,Defector,New York City
delawareonline,https://www.delawareonline.com/,Delaware Online,Wilmington
delawarepublic,https://www.delawarepublic.org/,Delaware Public Media,Dover
delawaretoday,https://delawaretoday.com/,Delaware Today,Wilmington
demingheadlight,https://www.demingheadlight.com/,Deming Headlight,Deming
democracynow,https://www.democracynow.org/,Democracy Now!,New York City
denverchannel,https://www.thedenverchannel.com/,Denver7,Denver
denverite,https://denverite.com/,Denverite,Denver
denverpost,https://www.denverpost.com/,Denver Post,Denver
deseret,https://www.deseret.com/,Deseret News,Salt Lake City
desert_oracle,https://www.desertoracle.com/,Desert Oracle,Joshua Tree
desertsunnews,https://www.desertsun.com/,Palm Springs Desert Sun,Palm Springs
destinlog,https://www.thedestinlog.com/,The Destin Log,Destin
detroitnews,https://www.detroitnews.com/,Detroit News,Detroit
devilslakenews,https://www.devilslakejournal.com/,Devils Lake Journal,Devils Lake
discovermag,https://www.discovermagazine.com/,Discover,New York City
discovery,https://www.discovery.com/,Discovery,Washington
dispatchalerts,https://www.dispatch.com/,The Columbus Dispatch,Columbus
dmregister,https://www.desmoinesregister.com/,Des Moines Register,Des Moines
dnj_com,https://www.dnj.com/,Murfreesboro Daily News Journal,Murfreesboro
dnyuzcom,https://dnyuz.com/,Dnyuz,New York City
documentedny,https://documentedny.com/,Documented,New York City
doorcountyknock,https://www.doorcountyknock.org/,Door County Knock,Egg Harbor
dronedj,https://dronedj.com/,Drone DJ,New York City
drudge,https://drudgereport.com/,Drudge Report,Miami
dvillechief,https://www.donaldsonvillechief.com/,Donaldsonville Chief,Donaldsonville
eaglegazette,https://www.lancastereaglegazette.com/,Lancaster Eagle-Gazette,Lancaster
eastbaytimes,https://www.eastbaytimes.com/,East Bay Times,Walnut Creek
eastlansinginfo,http://www.eastlansinginfo.news/,East Lansing Info,East Lansing
eater,https://www.eater.com/,Eater,New York City
echopilot,https://www.echo-pilot.com/,Echo-Pilot,Greencastle
ecledger,https://www.ellwoodcityledger.com/,Ellwood City Ledger,Ellwood City
edsource,https://edsource.org/,EdSource,Oakland
eenewsupdates,https://www.eenews.net/,E&E News,Washington
el_timpano,https://www.eltimpano.org/,El Tímpano,Oakland
elnuevoherald,http://www.elnuevoherald.com,El Nuevo Herald,Miami
elpasomatters,https://elpasomatters.org/,El Paso Matters,El Paso
elpasotimes,https://www.elpasotimes.com/,El Paso Times,ElPaso
enews,https://www.eonline.com/,E!,Los Angeles
engadget,https://www.engadget.com/,Engadget,Silicon Valley
enquirer,https://www.cincinnati.com/,Cincinnati Enquirer,Cincinnati
enterprisenews,https://www.enterprisenews.com/,The Enterprise,Brockton
epochtimes,https://www.theepochtimes.com/,Epoch Times,New York City
espn,https://www.espn.com/,ESPN,Stamford
evroundtable,https://evanstonroundtable.com/,Evanston RoundTable,Evanston
examinationnews,https://www.theexamination.org/,Examination,Chicago
expressnews,https://www.expressnews.com/,San Antonio Express-News,San Antonio
fairmediawatch,https://fair.org/,Fairness and Accuracy in Reporting,New York City
fastcompany,https://www.fastcompany.com/,Fast Company,New York City
fayobserver,https://www.fayobserver.com/,The Fayetteville Observer,Fayetteville
fdlreporter,https://www.fdlreporter.com/,Fond du Lac Reporter,Fond Du Lac
fdrlst,https://thefederalist.com/,Federalist,Washington
fi2w,https://fi2w.org/,Feet in 2 Worlds,New York City
firstthingsmag,https://www.firstthings.com/,First Things,New York City
fivethirtyeight,https://fivethirtyeight.com/,FiveThirtyEight,New York City
fla_pol,https://floridapolitics.com/,Florida Politics,Tampa
flatwaterfreep,https://www.flatwaterfreepress.org/,Flatwater Free Press,Omaha
flintbeat,https://flintbeat.com/,Flint Beat,Flint
florida_bulldog,https://www.floridabulldog.org/,Florida Bulldog,Fort Lauderdale
florida_today,https://www.floridatoday.com/,Brevard Florida Today,Viera
flphoenixnews,https://floridaphoenix.com/,Florida Phoenix,Tallahassee
forbes,https://www.forbes.com/,Forbes,New York City
foreignpolicy,https://foreignpolicy.com/,Foreign Policy,Washington
fortunemagazine,https://fortune.com/,Fortune,New York City
fortworthreport,https://fortworthreport.org/,Fort Worth Report,Fort Worth
fostersdailydem,https://www.fosters.com/,Foster's Daily Democrat,Dover
fox12oregon,https://www.kptv.com/,Fox 12 Oregon,Beaverton
fox29philly,https://www.fox29.com/,FOX29 Philly,Philadelphia
fox5atlanta,https://www.fox5atlanta.com,Fox 5 Atlanta,Atlanta
fox5ny,https://www.fox5ny.com/,Fox 5 New York,New York City
foxla,https://www.foxla.com/,FOX 11 Los Angeles,Los Angeles
foxnews,https://www.foxnews.com/,Fox News,New York City
